fragment,textbook-assigned cefr level
"Это священная война, которую ведёт мусульманин с дьяволом, собственными страстями, и направлена она на распространение истины. Разночтения в понимании Корана оказались социально опасными.",5
"Однако прямо перед сном не стоит есть сладкое и мучное, пить сладкие и спиртные напитки. Но дело тут не в опасности набрать вес.",5
"Деньги нужны, чтобы вашей матери не приходилось всё лето кряхтеть над картошкой, которую всё равно начисто сожрёт колорадский жук, и пропалывать тщедушную морковку.",5
"Если театр хороший, то там происходит такая магическая штука, которую в других искусствах, пожалуй, невозможно пережить.",5
"Государственный герб России, как обнаружил историк Николай Михайлович Карамзин, появился вначале как изображение на печати великого князя московского и всея Руси Ивана Третьего (XV в.).",5
"Немногие выбирают космический героизм, поскольку не верят в возможность дать миру нечто особенное, да и с годами над нами берёт верх лень, препятствуя желанию творить.",5
"Недавно стало известно о возникновении новой опасной болезни в Китае. Сообщения о ней появились в одном из известных китайских мессенджеров, после чего информация стала официальной.",5
"С появлением современных мобильных устройств началась эра новых технологий. Однако вместе с ней наступила ещё одна эра, которую можно было бы назвать временем новой реальности.",5
"Несколько дней назад было объявлено, что городской аэропорт и вокзал будут закрыты, а общественный транспорт остановлен.",5
Но и в первые годы правления Петра стрельцы были опасным орудием в руках церкви и бояр.,5
Зачем столицу перенесли из Петербурга в Москву? Основная причина переноса столицы в Москву была связана со сложной ситуацией в стране.,5
"0:05:45 Во всех магазинах, что мы посетили, к сожалению, дегустации мы не нашли, но я часто вижу дегустации — это и какие-то действительно колбасные изделия, молоко, кефир, сметана, йогурт, сладости какие-то.",5
"По мнению специалистов по поведенческой психологии, дело тут не только в экономических реалиях. Во-первых, стоит учитывать, что в России не принято хвастаться. Мы же традиционно слегка занижаем свои успехи.",5
"Дома была огромная библиотека, и папа с мамой мне привили вкус к чтению: мама — к русской классике, папа — к украинской.",5
"На его постаменте выбиты цифры: сколько детей занимается проституцией, сколько — наркоманией, воровством и т. д.",5
"Всё это справедливо лишь в случаях, когда лесной массив удалён от берега на расстояние, меньшее длины затухания пассивного геофизического транспорта.",5
Но только в 1910 году на Международной женской конференции социалисток в Копенгагене Кларой Цеткин было предложено праздновать Всемирный женский день 8 марта.,5
"У Столыпина были, несомненно, благие намерения: он хотел как-то преодолеть очередную русскую смуту, уйти от крестьянского бунта, от великих потрясений.",5
И он перевёлся на 2-й курс режиссёрского факультета ВГИКа в мастерскую Михаила Ромма — там же за восемь лет до него учился его старший брат Андрей Кончаловский.,5
"Естественно предположить, что пришельцы, как это всегда и бывает, осваивали в первую очередь побережье, истребляя попутно леса по всему периметру континента.",5
"Начиная с 1980-х годов западные социологи зафиксировали такое явление, как «последовательная полигамия» (или «семейная моногамия»), то есть последовательная смена брачных партнёров.",5
"Доисламские религиозные культы в регионе представляли собой соединение элементов поклонения явлениям и силам природы, особенно небесным светилам, и полидемонизма. Процветал культ сооружений, название которых означало «дом бога».",5
"Вернее, до дедлайна, после которого откладывать уже нечего. Неудивительно, что прокрастинаторы уже составляют, по некоторым оценкам, около 25% населения (а среди студентов — до 95%). И эти цифры только растут.",5
"Чтобы разглядеть в вашем лице потенциального кандидата на ту или иную должность, руководство фирмы устроит для вас такое испытание, как собеседование.",5
"«Ну что ж, самое время рассказать о своих жизненных перипетиях: почему вы ушли с предыдущего места работы, часто ли её меняете.»",5
"«Это прекрасная акция, которая в развлекательной форме привлекла внимание миллионов. Судя по сборам, превысила все ожидания. Молодцы», — считает инвестор Евгений Гордеев.",5
"По статистике, жертвами орторексии чаще всего становятся женщины от 30 до 50 лет, среднего достатка, работающие, но не слишком любящие свою работу, с серьёзными проблемами в личной жизни.",5
"В середине XVII века, после воссоединения Украины с Россией (1654), в русскую армию влились украинские казаки, которые подчинялись гетману. Х. Российской армия А. И. Гебенс.",5
"Прокрастинация, в отличие от простой лени, часто сопровождается высоким уровнем тревожности и эмоционального дискомфорта. Мы постоянно думаем об отложенном деле, беспокоимся, укоряем и презираем себя.",5
"Итак, после долгих поисков интересной работы вам наконец-то повезло. Вы определили для себя, чем бы вы хотели заниматься в приглянувшейся фирме, и официально заявили о своих намерениях.",5
Они помогают решать многие проблемы в личной жизни или на трудовом фронте. Психолог — это одна из самых необходимых профессий в России.,5
"Жизнь как чудо — отличный концепт для детской книги, и заложенные в «Сахарном ребёнке» уроки (бороться, трудиться, не терять себя даже в самых страшных обстоятельствах) наверняка будут маленькому читателю нелишними.",5
Я видел Николая Константиновича в городе Чусовом задолго до встречи с кинорежиссёром. В богоспасаемый город Чусовой явился Николай Константинович Симонов.,5
"Учитывая ограниченность денежных средств в бюджете города, в план включены наиболее важные объекты коммунального комплекса. В настоящее время полным ходом идёт подготовка к зиме в соответствии с намеченным планом.",5
"), а также на стенках труб для горячей воды, нарушает процесс теплообмена. Это приводит к перегреву нагревательных элементов, перерасходу электроэнергии и газа. Отложение накипи является причиной до 90% аварий водонагревателей.",5
"Это тоже является одной из маркетинговых уловок. 0:06:30 Весь такой хлеб (назовём его привозной) хранится в пластиковых пакетах, чтобы дольше сохранять свою свежесть.",5
"Вместо этого мы интенсивно занимаемся ожиданием прихода гостей. Некоторые люди в такой ситуации не могут даже книгу почитать и постоянно смотрят на часы, желая, чтобы событие наконец случилось.",5
"После ремонта гостиница «Пойма» совершенно изменилась. Даже не внешне, а по сути. Хотя внешне она тоже преобразилась. Но главное — суть.",5
"Но незнание законов не освобождает от наказания за их нарушение. И природа поступает с человеком точно так же, заставляя его платить самую высокую цену за неразумное отношение к ней.",5
"В целом же, брачный договор является действенным инструментом, который помогает решить именно имущественные вопросы супругов.",5
А окончательное утверждение всадника-змееборца на гербе Московского княжества произошло при Иване III и совпало с завершением объединения русских земель вокруг Москвы.,5
"Я убеждён, что русская литература, русская культура поддержали нас в войну: «Жди меня» Симонова, «В землянке» Суркова, тот же «Тёркин». А Седьмая симфония Шостаковича — она же помогла выстоять Ленинграду.",5
"В поисках ответа человек, далёкий от лингвистики, нередко начинает строить догадки, основанные на случайном сходстве слов. Любительская лингвистика — не такое уж безобидное увлечение, как может показаться на первый взгляд.",5
"Ислам — мировая религия, возникшая в эпоху раннего Средневековья на Аравийском полуострове. Слово «ислам» в переводе с арабского означает покорность, предание себя Богу.",5
"Иногда кажется, будто все его поступки — попытка сделать абсолютно противоположное тому, что делает старший брат. И не только в кино.",5
Тесное сотрудничество российских специалистов с зарубежными партнёрами требует знания иностранных языков для свободного общения и налаживания деловых отношений. Знание иностранных языков становится обязательным для работы во многих современных компаниях.,5
"Например, человек собирался уехать для получения образования в другой город или страну, а его близкие тяжело заболели; он может сожалеть о необходимости отложить свои планы, но он принимает взвешенное решение.",5
"Собранные деньги направляются в адрес The ALS Association, благотворительной организации, которой аналитическая компания Charity Navigator выдала свой высший рейтинг доверия. Исследования The ALS Association пока не принесли больших успехов.",5
"После смерти вождя его тело было бальзамировано и помещено в мавзолей, хотя в своей предсмертной записке (ныне утерянной) Ленин просил похоронить его в Петрограде, рядом с родительской могилой.",5
"Воду в Карелии можно пить спокойно из любого источника — из реки, озера. Она чистая. Одно из главных свойств здешней воды – мягкость. Чтобы смыть мыло с рук, потребуется время.",5
"Первичный пластик может быть переработан максимум 4–5 раз, но переработанный материал — это чаще всего менее ценное сырьё, его качество хуже.",5
"2:29–3:05 Ирина Хакамада, бизнес-тренер, общественный деятель, писатель, публицист. Чем сильнее распространяется кризис в стране, тем больше посещают театры люди.",5
"Мы граничим с девятью субъектами федерации, и каждый из них экономически более-менее благополучен, не говоря уже о Татарстане, Нижегородской области, Пермском крае.",5
"С полотен всех периодов его творчества, включая позднейший (после смерти Беллы), на нас смотрят её «выпуклые чёрные глаза». Её черты узнаваемы в лицах почти всех изображённых им женщин.",5
"Мы ходили с мамой на матчи, я помню этот лёд на «Динамо», холод ужасный. Потом я стала кататься. Меня на «фигурку» проклятую волоком волокли, мать била, тащила силой.",5
"Это — «престижное потребление». Его дворец, крупнейший в мире, — капитал статичный. Но тоже на своём месте.",5
Психолог Александр Асмолов корни сегодняшних процессов также усматривает в антирелигиозной борьбе в XIX веке: «XIX век сказал — Бог умер».,5
"Другие составляют большие списки задач, надеясь, что их это дисциплинирует, а на деле невозможность завершить каждую из задач начинает действовать на нервы.",5
"Если сейчас на производство пластмассы уходит 6% всей добываемой нефти, то к 2050 году уже каждый 5-й литр «чёрного золота» (20%) будет превращаться в пластмассу.",5
"Советский период был в целом весьма разрушительным для реальности семьи. Так проявил себя контраст между раннебольшевистской игрой в свободу отношений, семейным «раскрепощением» и сталинской политикой восстановления идеала крепкой семьи.",5
"Именно за счёт него происходит рост, развитие и деление каждой клетки. Контролируются эти процессы гормонами.",5
"Значительно сузилась сфера использования просторечия и жаргона. Изменение тематики художественной литературы, её обращение к повседневной жизни, наоборот, расширили использование средств литературной устной речи.",5
"Теперь же его знает каждый ребёнок»,— говорит кандидат филологических наук, ведущий научный сотрудник Института русского языка им. В.В. Виноградова РАН Ольга Северская.",5
Предложенная в ней классификация перевернула господствовавшие в то время взгляды и принесла Набокову славу лучшего лепидоптеролога мира. Его учёное имя известно каждому биологу.,5
"А единственный близкий друг Михалкова Александр Адабашьян, сценарист, в том числе фильма «Очи чёрные», после съёмок этого фильма рассорился с Никитой Сергеевичем вдрызг.",5
"А внутри — дикий клубок страхов и противоречий. На поверхность выступает один из самых характерных симптомов — прокрастинация, то есть постоянное откладывание дел на потом.",5
"Сегодня, однако, взаимоотношения между 1 В первые годы советской власти всё население было обязано трудиться — выполнять трудовую повинность. 145 чтение эти ми разновидностями меняется (ср., напр.",5
"Большинство её прорывов с экспериментами на крысах чаще всего заканчивались ничем, однако представители организации надеются, что новая волна внимания к проблеме и миллионы долларов помогут сделать прорыв.",5
"И даже если случится смена полюсов, то на человека она никак не повлияет. Сейсмологическая катастрофа планете также не угрожает.",5
"Студенческий омбудсмен отмечает, что такая процедура позволит повысить качество образования и не даст возможность вымогать деньги за сдачу зачётов и экзаменов. При этом правозащитник считает необходимым усовершенствовать систему независимых экзаменов.",5
"Ярким тому примером является деятельность окружного антикризисного штаба, в заседаниях которого неоднократно участвовали руководители профсоюзов.",5
Можно порекомендовать побольше разузнать о характере деятельности фирмы и быть всегда готовым продемонстрировать свои познания.,5
"Вот вы облились. А деньги перевели?» (3) Впрочем, большинство пользователей считают, что акция принесла большую пользу.",5
"Мы боимся, что не справимся с каким-то важным и ответственным заданием или выполним его недостаточно хорошо.",5
"Вот его и направили в Москву по какой-то программе, и он впервые съездил в столицу один и так надолго.",5
"Диктор: – Счастливые люди стремятся жить полнокровной жизнью не завтра, когда будут деньги, в отпуске, после работы, а сегодня! Сейчас!",5
"В структуре бездомности бывшие жители Санкт-Петербурга составляют около 48 %, бывшие жители других субъектов Российской Федерации — 52 %, из них из Ленинградской области — 18 %.",5
"Одним словом, Столыпин левым спуску не давал, но и не терял надежду сделать Думу работоспособной, в полном смысле слова государственной. Это удалось не сразу, совсем не сразу.",5
"По поводу заимствований. Вот пример короткой заметки, опубликованной в 1994 году в одной из петербургских газет: «В декабре фирма ""Пепси Кола"" продала свои акции компании ""Пепси Кола Дженерал Боттлерс""».",5
"Посмотрите на эту картину. Если вы спите недостаточно, вы можете страдать от краткой потери сознания. Это называется микросном. Заметили ли вы автобус, меняющий цвет, или пропавшие крыши домов?",5
"Ведь никакого интереса или поощрения нет!» — изумлялся он. В итоге Левин сделал вывод, что у людей возникает потребность завершить любое, даже бессмысленное, задание.",5
Но у любых шагов прогресса есть также и свои теневые стороны. Ныне такой теневой стороной оказалось бурное развитие дилетантизма и падение престижа профессионализма.,5
"Когда им не нравится то, чем они занимаются. Когда их занятие кажется бессмысленным и не вызывает никакой внутренней мотивации.",5
"На четвёртом курсе академии он написал романсы «Красавица-рыбка» и «Слушайте, подруженьки, песенку мою». Увлечение композитора не одобрял его преподаватель химии — Николай Зинин. Он говорил: «Господин Бородин, поменьше занимайтесь романсами».",5
"Эта модель социально-индивидуального человека предполагает общество, основанное на демократических и плюралистических началах с развитыми межгрупповыми связями и нежёсткими границами между социальными общностями.",5
"Теперь же его знает каждый ребёнок»,— говорит кандидат филологических наук, ведущий научный сотрудник Института русского языка им. В.В. Виноградова РАН Ольга Северская.",5
"В ней будет уже другая атмосфера, там будет работать своего рода «партия власти» — октябристы. Столыпин сможет вздохнуть спокойнее и вплотную заняться другими реформами.",5
"Заводы и электростанции, работающие на ископаемом топливе, стали выбрасывать в воздух двуокись углерода (CO₂) и другие парниковые газы. Позднее к ним добавились выхлопы автотранспорта.",5
"Мы были как люди одной крови, и это очень важно: страсть уходит, а вот это, базовое, остаётся. А как я была счастлива на его концертах, по-настоящему счастлива, я впитывала это!",5
"И за всё это время мы сумели переработать, в том числе сжечь, меньше 9%. Есть разные типы пластика, они отличаются по химическому составу, не все из них принимаются на переработку.",5
"Он молча взял меня за шкирку, в туалетной комнате засунул под кран и только после этого повёл в ресторан.",5
"И стала его дочь Настя чемпионом мира по этому виду спорта, а сын Иван — чемпионом России. А вообще-то Потанин предпочитает всё своё свободное время с семьёй проводить.",5
"В 1966 году Шагал переезжает в построенный специально для него дом, служивший одновременно и мастерской, расположенный в окрестностях Ниццы — Сен-Поль-де-Ванс.",5
"Одной из самых значительных монументальных работ Зураба Церетели в Москве стал памятник «300 лет Российскому флоту, или Пётр Великий», созданный в 1997 году.",5
"Позвонить, отправить письмо, составить отчёт, выпить кофе и так далее — каждое из этих действий нужно выполнить прямо сейчас, и каждое можно отложить на потом.",5
"Если бы я писал научно-популярную книгу, я бы прежде всего воспел дрозофилу, сочинил бы нечто вроде оды этому насекомому, верному помощнику тысяч генетиков начиная с 1909 года.",5
"Конечно, прокрастинацию можно считать вечной человеческой проблемой, такой же, как зависть, агрессия или конкуренция. Но некоторые западные психологи настаивают на обратном.",5
"Большинство людей вокруг меня на протяжении всех четырёх месяцев говорили по-русски. Однако для меня это не стало проблемой, скорее наоборот, был отличный стимул поднять уровень языка.",5
"За последние семь лет я прочитал примерно десять тысяч писем от потенциальных сотрудников и каждый раз задавался вопросом, почему люди не понимают, как правильно себя подать.",5
Реорганизация Вооружённых сил на новой технической основе к началу войны не была закончена. Большинство соединений к началу войны были не полностью укомплектованы оружием и боевой техникой.,5
"Но обязательно в плацкарте, с занавесками на окошке, с проводницей, сидя на постели и слушая музыку днями напролёт.",5
"В постсоветское время, в 1990-е годы, альтернативная медицина в России стала официально разрешена и сразу же приобрела популярность.",5
"В 1966 году Шагал переезжает в построенный специально для него дом, служивший одновременно и мастерской, расположенный в окрестностях Ниццы — Сен-Поль-де-Ванс.",5
"Отмечается он практически в одно время с Международным женским днём: в конце зимы - начале весны, 4 марта.",5
Один из родственников прокрастинации — перфекционизм (даже звучит в чём-то похоже). Главный тезис: я должен быть во всём самым лучшим.,5
"Уже в девять лет Александр Бородин сочинил первое музыкальное произведение — польку «Элен». Он посвятил композицию своей первой возлюбленной Елене, взрослой подруге матери. Композитор родился в Петербурге.",5
"Идут семьи по улицам (мамы, папы, дети, собаки), тащат санки, а на них корзины из берёсты с бельём.",5
"Если вам когда-либо поступали индивидуальные предложения типа «купить шоколад на 300 рублей и получить скидку 15%», вы понимаете, о чём речь. 0:02:35 Карты провоцируют нас тратить больше.",5
"Причиной тому служит феминизация российского общества, которая в свою очередь приводит к различным ролевым конфликтам, связанным с несовпадением ролевых ожиданий родителей, детей и супругов.",5
"Это был праздник не только почтенных римлянок, но и рабынь, работу которых в этот день выполняли мужчины-рабы.",5
"«Теоретически я давно верил, — сказал тогда Столыпин, — что за воздухоплаванием громадное будущее. Сейчас же я практически убедился в этом». Киевское покушение оборвало жизнь Петра Аркадьевича Столыпина.",5
"Если человек из региона хочет уехать, то будет там, например, железнодорожная ветка или другие инфраструктурные блага или не будет, для него никакого значения уже не имеет.",5
"По данным Нью-Йоркского института семьи и брака, сегодня в незарегистрированных браках, тех самых, которые называют гражданскими, — проживает до 40 процентов шведских пар, 15–20 процентов американских, около 10 процентов российских.",5
"И замечательно, что Кокорев не может с ним смириться, иначе он не смог бы написать этой ироничной и романтичной, прагматичной и инфантильной, жестокой и светлой книги.",5
"Когда северное полушарие «отворачивается» от Солнца, эмиссия метана уменьшается и через 11 тыс. лет достигает нижнего предела. Возможно, глобальное потепление началось за тысячи лет до промышленной революции.",5
"А многие, наоборот, мечтают о том, чтобы к власти пришёл некий современный его аналог и собрал бы то, что расползлось, развалилось за годы реформ.",5
"Это совсем не мешает нашему желудочно-кишечному тракту нормально справляться со съеденным накануне бутербродом. Плюс есть такое понятие, как адаптация организма к систематическим повторяющимся условиям.",5
"Многие из этих проблем возникают вследствие экологически разрушительных моделей развития и отсутствия понимания проблем общественностью, а также соответствующих знаний об охране ресурсов поверхностных и подземных вод.",5
"Чтобы реки текли, не пересыхая, необходим постоянно действующий механизм — лесной биотический насос атмосферной влаги, который закачивал бы воду из океана в любые, самые удалённые места суши.",5
"«Сначала надо встать на ноги и, самое главное, купить жильё, а потом уже можно думать о детях и всём остальном, — вторит ему рассудительная Настя».",5
"Просто вы действительно любите этот вид искусства. Вы хорошо умеете чувствовать театральную атмосферу и находите прекрасное даже в тех спектаклях, которые никто не понимает.",5
"Однако с советской стороны была проведена артподготовка, которая нанесла сильный удар по врагу, лишила его преимуществ неожиданности и не позволила немцам реализовать свой план.",5
"В растениях содержится до 90 % воды, в теле же взрослого человека её 60–65 %, но это «усреднённо» от общей массы тела.",5
"В следующем году я хочу вернуться в Сибирь. Может быть, приеду просто как турист к друзьям или останусь там преподавать немецкий, но вернусь обязательно!",5
"Многие современные абитуриенты отдают предпочтение медицинским профессиям, занимающим сегодня одно из первых мест в рейтинге самых популярных. Профессия врача никогда не выходит из моды.",5
"В домах ночного пребывания бездомным, помимо приюта, предоставляются услуги по содействию в оформлении пенсии и инвалидности, восстановлении права на жильё, трудоустройстве, а также доврачебная медицинская помощь.",5
"До сих пор не найдено компромиссное решение, которое устроило бы и сторонников, и противников перезахоронения. Ленин считал, что прославление его личности является необходимым инструментом завоевания масс.",5
"Он просто дал себе никем и ничем не ограниченную свободу. Поэтому-то и ценна история взаимоотношений Грозного и митрополита Филиппа, о которой мы рассказываем в фильме.",5
"Среди многочисленных направлений создания модели человека в экономике можно выделить три. Первое направление представлено английской школой, маржинализмом и неоклассиками.",5
"До тех пор пока существует большое количество людей с особым типом мировосприятия — верящих в магию, волшебство, сверхъестественные силы, — рынок целительства будет существовать и развиваться.",5
"Здесь высадились 43 дивизии союзников, которые освободили север Франции и Париж, к сентябрю была освобождена южная Франция.",5
"В двух группах с низким покупательским статусом 17 % опрошенных имеют высшее и незаконченное высшее образование, 58 % — образование ниже среднего, в 4-й и 5-й группах соответственно 28 % и 3 %. Всероссийские опросы ВЦИОМ проводились в 1998–2008 гг.",5
"Её особенность и одновременно сложность её лечения заключается в уверенности больного в том, что он поступает правильно, действует на благо своего организма и живёт здоровее других.",5
"Приятная русская новогодняя комедия. Рассказывать о сюжете «Ёлок» — всё равно, что пытаться описать вкус жвачки «Love is». Во-первых, не получится, а во-вторых, не в нём дело.",5
Гражданин Израиля и США Роберт Ауманн и гражданин США Томас Шеллинг были награждены «за вклад в теорию игр». ПРИЛОЖЕНИЕ Господин Ауманн (математик по образованию) заслуженно считается классиком этой теории.,5
"Перед нами редкое, если не единственное документальное свидетельство сталинского террора глазами ребёнка и в изложении для детей.",5
"Он как-то однажды популярно пояснил для несведущих, что теория игр является исследованием взаимодействий с рациональной точки зрения.",5
"Причём эти цифры постоянно растут. Означает ли это, что официальный брак уходит в прошлое? Какие преимущества и недостатки у приходящего ему на смену гражданского брака?",5
"Снегурочка символизирует молодость, радость, веселье, она хозяйка новогоднего праздника. В первые годы советской власти ёлка рассматривалась как потакание церкви. Но отменить её им не удалось.",5
"С той разницей, что толерантность к гражданским бракам на Западе пришла с принятием законов, предоставляющих равные права детям, рождённым и в браке, и вне его.",5
"Ниже прожиточного минимума оказались, по разным подсчётам, от половины до 90 % населения. Называемые министрами-капиталистами Гайдар и его команда оправдываются: зато появились товары, исчезли очереди, а рубль стал платёжным средством.",5
"Кварцевые часы дают очень большую точность, но это «вчерашний день» по сравнению с атомными часами, использующими частоту излучения атомов. Атомные часы используются в экспериментах, требующих максимально точного отсчёта времени.",5
"Горький назвал его «первейшим мастером в современной литературе русской». Первые рассказы 1890-1900-х годов посвящены жизни старой русской деревни. В 1911 году выходит повесть «Деревня», которая была воспринята как литературное событие.",5
